particleid,tot_vol_ft,hypvol_ft,head_strt,head_end,z_elevation,total_residence_time_days,total_length_ft,particle_velocity_ft_per_day,flow_rate_cubic_ft_per_day,hydraulic_gradient,x_cell_size_ft,y_cell_size_ft,z_cell_size_ft
105,8252.874755859375,4087.237548828125,-1.875e+29,-1.25e+29,1600.2812,44226.688,108.82377,0.14388561,22299.226970425225,-5.7432306191030125e+26,5.0,5.0,0.5
106,5626.6632080078125,3257.2998046875,-1.3636363636363635e+29,-9.090909090909092e+28,1600.1562,10749.475,58.057926,41.268784,26627.968052103555,-7.829171389140391e+26,5.0,5.0,0.5
107,5134.429931640625,3308.10546875,1600.859998,1600.8502199999998,1599.875,810.07367,56.88509,0.12421329,28666.72348977932,0.00017189038501492831,5.0,5.0,0.5
108,3081.622314453125,3069.3389892578125,1600.8663141666666,1600.85665,1599.875,776.87366,53.820683,0.12413168,46829.918387648824,0.00017956232089865788,5.0,5.0,0.5
109,4105.426025390625,3087.8997802734375,1600.847045,1600.83963,1599.875,1654.3022,60.976734,0.10023029,34758.69744280749,0.00012160375759733555,5.0,5.0,0.5
110,3074.456787109375,2900.69580078125,1600.813335,1600.8088799999998,1599.875,38485.684,62.330128,0.065546826,45400.3401520958,7.147426394710213e-05,5.0,5.0,0.5
111,3074.9176025390625,2845.8404541015625,1600.8190533333334,1600.8119516666666,1599.875,498539.34,60.998066,0.0553977,44932.15767242925,0.00011642445635588415,5.0,5.0,0.5
113,1046.405029296875,3677.6611328125,1601.2406600000002,1601.2405999999999,1600.2031,1369.0573,3.732926,0.02909101,178528.00663548885,1.6073182817220374e-05,5.0,5.0,0.5
114,1046.392822265625,3677.032470703125,1601.2404174999997,1601.240355,1600.1875,2067.3818,4.306567,0.022440258,178497.35856030654,1.4512719063186633e-05,5.0,5.0,0.5
116,12973.995971679688,4614.404296875,1601.0845444,1601.0708944,1600.1562,13815.448,125.867065,0.15571357,14286.432923049073,0.00010844774964182922,5.0,5.0,0.5
117,12450.74462890625,4578.0731201171875,1601.0785179166667,1601.0637420833334,1600.1562,11053.038,121.35047,0.11925269,14871.168759798236,0.0001217616474912218,5.0,5.0,0.5
118,11404.67529296875,4471.1181640625,1601.0649452272728,1601.0482740909092,1600.1406,12038.724,116.825386,0.33776295,16235.537461344195,0.0001427013162774851,5.0,5.0,0.5
119,10881.509399414062,4384.5489501953125,-4.761904761904762e+28,1601.0391852380953,1600.1406,15507.936,112.2326,12.667053,17537.064337015392,-4.2428892089248115e+26,5.0,5.0,0.5
120,10308.795166015625,4219.83642578125,-1.7500000000000002e+29,-1.0000000000000001e+29,1600.125,19960.049,108.15231,26.449322,17888.00064874338,-6.934664433743848e+26,5.0,5.0,0.5
121,8217.208862304688,4050.030517578125,-2.5e+29,-1.875e+29,1600.25,41705.832,104.082794,24.137838,22287.55168900185,-6.004834947670269e+26,5.0,5.0,0.5
122,5656.9671630859375,3481.3262939453125,1600.900165,1600.8832909090909,1600.1094,7997.3984,62.491764,3.097994,27824.772788871243,0.00027002103654197963,5.0,5.0,0.5
123,3598.64501953125,3272.662353515625,1600.8864857142858,1600.8761871428574,1599.875,545.8798,53.747795,0.15864225,42558.30378813682,0.00019160918895887665,5.0,5.0,0.5
124,3593.9666748046875,3143.4295654296875,1600.8561300000001,1600.8494514285715,1599.875,1807.5046,69.18283,0.10657329,41199.59850878973,9.653509910506717e-05,5.0,5.0,0.5
125,3589.6392822265625,3017.4102783203125,1600.8320485714285,1600.8247257142855,1599.9688,5850.963,75.00448,0.07063433,40575.49872847653,9.763226535085318e-05,5.0,5.0,0.5
126,1569.6380615234375,3750.93994140625,1601.241173333333,1601.24101,1600.2031,4780.483,13.421836,0.028659604,119079.63471237842,1.2169224417071225e-05,5.0,5.0,0.5
127,1569.61669921875,3750.29296875,1601.2408833333332,1601.24072,1600.2031,4557.467,12.258333,0.019550977,119059.30415358668,1.3324269327744265e-05,5.0,5.0,0.5
128,1046.405029296875,3677.6611328125,1601.2406600000002,1601.2405999999999,1600.1875,1453.7458,4.0652905,0.022289809,178527.8953125709,1.4759093114187634e-05,5.0,5.0,0.5
129,12974.127197265625,4615.899658203125,1601.0841104,1601.0711048,1600.1562,13560.847,129.28267,0.10323173,14281.50258506512,0.00010059817061220838,5.0,5.0,0.5
130,12450.927734375,4578.6590576171875,1601.0775695833333,1601.0640475,1600.1562,12011.071,124.08442,0.10725231,14870.206794035372,0.00010897486900455166,5.0,5.0,0.5
