particleid,row,col,zelev,hypvol_ft,cel_res_t,res_time,Len_ft,tot_len_ft,vel_ftday,flow_ftday,hyd_grad,hyd_head,head_strt,head_end,tot_vol_ft,xcoord,ycoord,geometry
28,133,265,1600.1875,50.1708984375,30.131437,31.131437,3.9069932,4.0840073,0.12943253,5.89780816755148,0.0014481827805271482,1600.81592,1600.82062,1600.81592,512.58544921875,2407421.0149272773,10515142.860625861,POINT (2407421.0149272773 10515142.860625861)
28,134,265,1600.0,2557.3638916015625,1.0,1.0,0.17701422,0.17701422,0.17701422,253204.3457038684,0.0,1600.82532,1600.8253200000001,1600.82532,512.8204345703125,2407421.0149272773,10515147.860625861,POINT (2407421.0149272773 10515147.860625861)
29,131,268,1599.875,48.4375,237.85013,411.7875,6.891191,19.00839,0.02788489,0.4124919168860665,0.0006749877717580777,1600.78125,1600.784605,1600.78125,511.71875,2407436.0149272773,10515132.860625861,POINT (2407436.0149272773 10515132.860625861)
29,132,267,1599.9688,48.773193359375,129.86186,173.93738,8.473751,12.117198,0.06265096,1.0222905300798537,0.0010998786968800859,1600.78796,1600.7952850000001,1600.78796,511.8865966796875,2407431.0149272773,10515137.860625861,POINT (2407431.0149272773 10515137.860625861)
29,133,266,1600.0938,49.505615234375,43.075516,44.075516,3.4938886,3.6434474,0.070779115,16.131267402285527,0.0009164765679764035,1600.80261,1600.805725,1600.80261,512.2528076171875,2407426.0149272773,10515142.860625861,POINT (2407426.0149272773 10515142.860625861)
29,134,266,1599.9531,2515.753173828125,1.0,1.0,0.14955878,0.14955878,0.14955878,249084.47265698132,0.0,1600.8088400000001,1600.80884,1600.8088400000001,512.408447265625,2407426.0149272773,10515147.860625861,POINT (2407426.0149272773 10515147.860625861)
30,132,269,1599.875,24.237060546875,41.074814,237.18488,1.5425127,11.50255,0.037553735,0.5900710990352835,0.004829782092656884,1600.78198,1600.78943,1600.78198,511.737060546875,2407441.0149272773,10515137.860625861,POINT (2407441.0149272773 10515137.860625861)
30,134,267,1599.9219,2523.8525390625,48.525078,48.525078,3.3432417,3.3432417,0.115955606,247437.044082347,0.0,1600.80225,1600.80225,1600.80225,512.24365234375,2407431.0149272773,10515147.860625861,POINT (2407431.0149272773 10515147.860625861)
31,132,270,1599.875,48.333740234375,379.2287,655.0832,7.4977136,17.777092,0.026419485,0.9498911763625919,0.0039723854851912805,1600.77917,1600.782895,1600.77917,511.6668701171875,2407446.0149272773,10515137.860625861,POINT (2407446.0149272773 10515137.860625861)
31,132,271,1599.875,24.1363525390625,481.82733,1136.9105,5.000001,22.777092,0.010377163,0.05009336531775813,0.00024399995348130775,1600.77795,1600.77917,1600.77795,511.6363525390625,2407451.0149272773,10515137.860625861,POINT (2407451.0149272773 10515137.860625861)
