x,y,elevation
2406093.5149272773,10514475.360625861,
2406115.3089986076,10514475.360625861,
2406137.103069938,10514475.360625861,
2406158.8971412675,10514475.360625861,
2406180.691212598,10514475.360625861,
2406202.485283928,10514475.360625861,
2406224.279355258,10514475.360625861,
2406246.0734265884,10514475.360625861,
2406267.8674979187,10514475.360625861,
2406289.6615692484,10514475.360625861,
2406311.4556405786,10514475.360625861,
2406333.249711909,10514475.360625861,
2406355.043783239,10514475.360625861,
2406376.8378545693,10514475.360625861,
2406398.6319258995,10514475.360625861,
2406420.4259972293,10514475.360625861,
2406442.2200685595,10514475.360625861,
2406464.0141398897,10514475.360625861,
2406485.80821122,10514475.360625861,
2406507.60228255,10514475.360625861,
2406529.3963538804,10514475.360625861,
2406551.19042521,10514475.360625861,
2406572.9844965404,10514475.360625861,
2406594.7785678706,10514475.360625861,
2406616.572639201,10514475.360625861,
2406638.366710531,10514475.360625861,
2406660.1607818613,10514475.360625861,
2406681.954853191,10514475.360625861,
2406703.7489245213,10514475.360625861,
2406725.5429958515,10514475.360625861,
2406747.3370671817,10514475.360625861,
2406769.131138512,10514475.360625861,
2406790.925209842,10514475.360625861,
2406812.719281172,10514475.360625861,
2406834.513352502,10514475.360625861,
2406856.3074238324,10514475.360625861,
2406878.1014951626,10514475.360625861,
2406899.895566493,10514475.360625861,
2406921.6896378226,10514475.360625861,
2406943.483709153,10514475.360625861,
2406965.277780483,10514475.360625861,
2406987.0718518132,10514475.360625861,
2407008.8659231435,10514475.360625861,
2407030.6599944737,10514475.360625861,
2407052.4540658034,10514475.360625861,
2407074.2481371337,10514475.360625861,
2407096.042208464,10514475.360625861,
2407117.836279794,10514475.360625861,
2407139.6303511243,10514475.360625861,
2407161.4244224546,10514475.360625861,
2407183.2184937843,10514475.360625861,
2407205.0125651145,10514475.360625861,
2407226.8066364448,10514475.360625861,
2407248.600707775,10514475.360625861,
2407270.394779105,10514475.360625861,
2407292.1888504354,10514475.360625861,
2407313.982921765,10514475.360625861,
2407335.7769930954,10514475.360625861,
2407357.5710644256,10514475.360625861,
2407379.365135756,10514475.360625861,
2407401.159207086,10514475.360625861,
2407422.9532784163,10514475.360625861,
2407444.747349746,10514475.360625861,
2407466.5414210763,10514475.360625861,
2407488.3354924065,10514475.360625861,
2407510.1295637367,10514475.360625861,
2407531.923635067,10514475.360625861,
2407553.7177063967,10514475.360625861,
2407575.511777727,10514475.360625861,
2407597.305849057,10514475.360625861,
2407619.0999203874,10514475.360625861,
2407640.8939917176,10514475.360625861,
2407662.688063048,10514475.360625861,
2407684.4821343776,10514475.360625861,
2407706.276205708,10514475.360625861,
2407728.070277038,10514475.360625861,
2407749.8643483683,10514475.360625861,
2407771.6584196985,10514475.360625861,
2407793.4524910287,10514475.360625861,
2407815.2465623585,10514475.360625861,
2407837.0406336887,10514475.360625861,
2407858.834705019,10514475.360625861,
2407880.628776349,10514475.360625861,
2407902.4228476794,10514475.360625861,
2407924.2169190096,10514475.360625861,
2407946.0109903393,10514475.360625861,
2407967.8050616696,10514475.360625861,
2407989.599133,10514475.360625861,
2408011.39320433,10514475.360625861,
2408033.18727566,10514475.360625861,
2408054.9813469904,10514475.360625861,
2408076.77541832,10514475.360625861,
2408098.5694896504,10514475.360625861,
2408120.3635609807,10514475.360625861,
2408142.157632311,10514475.360625861,
2408163.951703641,10514475.360625861,
2408185.7457749713,10514475.360625861,
2408207.539846301,10514475.360625861,
2408229.3339176313,10514475.360625861,
2408251.1279889615,10514475.360625861,
2406093.5149272773,10514494.817842394,
2406115.3089986076,10514494.817842394,-9999.0
2406137.103069938,10514494.817842394,-9999.0
2406158.8971412675,10514494.817842394,-9999.0
2406180.691212598,10514494.817842394,-9999.0
2406202.485283928,10514494.817842394,-9999.0
2406224.279355258,10514494.817842394,-9999.0
2406246.0734265884,10514494.817842394,-9999.0
2406267.8674979187,10514494.817842394,-9999.0
2406289.6615692484,10514494.817842394,-9999.0
2406311.4556405786,10514494.817842394,-9999.0
2406333.249711909,10514494.817842394,-9999.0
2406355.043783239,10514494.817842394,-9999.0
2406376.8378545693,10514494.817842394,-9999.0
2406398.6319258995,10514494.817842394,-9999.0
2406420.4259972293,10514494.817842394,-9999.0
2406442.2200685595,10514494.817842394,-9999.0
2406464.0141398897,10514494.817842394,-9999.0
2406485.80821122,10514494.817842394,-9999.0
2406507.60228255,10514494.817842394,-9999.0
2406529.3963538804,10514494.817842394,-9999.0
2406551.19042521,10514494.817842394,-9999.0
2406572.9844965404,10514494.817842394,-9999.0
2406594.7785678706,10514494.817842394,-9999.0
2406616.572639201,10514494.817842394,-9999.0
2406638.366710531,10514494.817842394,-9999.0
2406660.1607818613,10514494.817842394,-9999.0
2406681.954853191,10514494.817842394,-9999.0
2406703.7489245213,10514494.817842394,-9999.0
2406725.5429958515,10514494.817842394,-9999.0
2406747.3370671817,10514494.817842394,-9999.0
2406769.131138512,10514494.817842394,-9999.0
2406790.925209842,10514494.817842394,-9999.0
2406812.719281172,10514494.817842394,-9999.0
2406834.513352502,10514494.817842394,-9999.0
2406856.3074238324,10514494.817842394,-9999.0
2406878.1014951626,10514494.817842394,-9999.0
2406899.895566493,10514494.817842394,-9999.0
2406921.6896378226,10514494.817842394,-9999.0
2406943.483709153,10514494.817842394,-9999.0
2406965.277780483,10514494.817842394,-9999.0
2406987.0718518132,10514494.817842394,-9999.0
2407008.8659231435,10514494.817842394,-9999.0
2407030.6599944737,10514494.817842394,-9999.0
2407052.4540658034,10514494.817842394,-9999.0
2407074.2481371337,10514494.817842394,-9999.0
2407096.042208464,10514494.817842394,-9999.0
2407117.836279794,10514494.817842394,-9999.0
2407139.6303511243,10514494.817842394,-9999.0
2407161.4244224546,10514494.817842394,-9999.0
2407183.2184937843,10514494.817842394,-9999.0
2407205.0125651145,10514494.817842394,-9999.0
2407226.8066364448,10514494.817842394,-9999.0
2407248.600707775,10514494.817842394,-9999.0
2407270.394779105,10514494.817842394,-9999.0
2407292.1888504354,10514494.817842394,-9999.0
2407313.982921765,10514494.817842394,-9999.0
2407335.7769930954,10514494.817842394,-9999.0
2407357.5710644256,10514494.817842394,-9999.0
2407379.365135756,10514494.817842394,-9999.0
2407401.159207086,10514494.817842394,-9999.0
2407422.9532784163,10514494.817842394,-9999.0
2407444.747349746,10514494.817842394,-9999.0
2407466.5414210763,10514494.817842394,-9999.0
2407488.3354924065,10514494.817842394,-9999.0
2407510.1295637367,10514494.817842394,-9999.0
2407531.923635067,10514494.817842394,-9999.0
2407553.7177063967,10514494.817842394,-9999.0
2407575.511777727,10514494.817842394,-9999.0
2407597.305849057,10514494.817842394,-9999.0
2407619.0999203874,10514494.817842394,-9999.0
2407640.8939917176,10514494.817842394,-9999.0
2407662.688063048,10514494.817842394,-9999.0
2407684.4821343776,10514494.817842394,-9999.0
2407706.276205708,10514494.817842394,-9999.0
2407728.070277038,10514494.817842394,-9999.0
2407749.8643483683,10514494.817842394,-9999.0
2407771.6584196985,10514494.817842394,-9999.0
2407793.4524910287,10514494.817842394,
2407815.2465623585,10514494.817842394,
2407837.0406336887,10514494.817842394,
2407858.834705019,10514494.817842394,
2407880.628776349,10514494.817842394,
2407902.4228476794,10514494.817842394,
2407924.2169190096,10514494.817842394,
2407946.0109903393,10514494.817842394,
2407967.8050616696,10514494.817842394,
2407989.599133,10514494.817842394,
2408011.39320433,10514494.817842394,
2408033.18727566,10514494.817842394,
2408054.9813469904,10514494.817842394,
2408076.77541832,10514494.817842394,
2408098.5694896504,10514494.817842394,
2408120.3635609807,10514494.817842394,
2408142.157632311,10514494.817842394,
2408163.951703641,10514494.817842394,
2408185.7457749713,10514494.817842394,
2408207.539846301,10514494.817842394,
2408229.3339176313,10514494.817842394,
2408251.1279889615,10514494.817842394,
2406093.5149272773,10514514.275058929,
2406115.3089986076,10514514.275058929,-9999.0
2406137.103069938,10514514.275058929,-9999.0
2406158.8971412675,10514514.275058929,-9999.0
2406180.691212598,10514514.275058929,-9999.0
2406202.485283928,10514514.275058929,-9999.0
2406224.279355258,10514514.275058929,-9999.0
2406246.0734265884,10514514.275058929,-9999.0
2406267.8674979187,10514514.275058929,-9999.0
2406289.6615692484,10514514.275058929,-9999.0
2406311.4556405786,10514514.275058929,-9999.0
2406333.249711909,10514514.275058929,-9999.0
2406355.043783239,10514514.275058929,-9999.0
2406376.8378545693,10514514.275058929,-9999.0
2406398.6319258995,10514514.275058929,-9999.0
2406420.4259972293,10514514.275058929,-9999.0
2406442.2200685595,10514514.275058929,-9999.0
2406464.0141398897,10514514.275058929,-9999.0
2406485.80821122,10514514.275058929,-9999.0
2406507.60228255,10514514.275058929,-9999.0
2406529.3963538804,10514514.275058929,-9999.0
2406551.19042521,10514514.275058929,-9999.0
2406572.9844965404,10514514.275058929,-9999.0
2406594.7785678706,10514514.275058929,-9999.0
2406616.572639201,10514514.275058929,-9999.0
