nlay,nrow,ncol,elevation
0,224,235,1604.7471923828125
0,224,236,1604.746826171875
0,224,237,1604.746826171875
0,224,238,1604.7469482421875
0,225,206,1604.76611328125
0,225,207,1604.766357421875
0,225,208,1604.76611328125
0,225,209,1604.7662353515625
0,225,210,1604.7662353515625
0,225,211,1604.76611328125
0,225,212,1604.76611328125
0,225,213,1604.76611328125
0,225,214,1604.7659912109375
0,225,224,1604.755615234375
0,225,225,1604.755126953125
0,225,226,1604.7542724609375
0,225,227,1604.7537841796875
0,225,228,1604.7529296875
0,225,229,1604.75244140625
0,225,230,1604.7515869140625
0,225,231,1604.7510986328125
0,225,232,1604.750244140625
0,225,233,1604.7496337890625
0,225,234,1604.7490234375
0,225,235,1604.748779296875
0,225,236,1604.74853515625
0,225,237,1604.74853515625
0,225,238,1604.748779296875
0,226,206,1604.7662353515625
0,226,207,1604.76611328125
0,226,208,1604.7662353515625
0,226,209,1604.7662353515625
0,226,210,1604.76611328125
0,226,211,1604.7662353515625
0,226,212,1604.76611328125
0,226,213,1604.76611328125
0,226,214,1604.76611328125
0,226,215,1604.765869140625
0,226,216,1604.7657470703125
0,226,224,1604.757568359375
0,226,225,1604.7568359375
0,226,226,1604.7557373046875
0,226,227,1604.75537109375
0,226,228,1604.75439453125
0,226,229,1604.7540283203125
0,226,230,1604.753173828125
0,226,231,1604.7528076171875
0,226,232,1604.752197265625
0,226,233,1604.7518310546875
0,226,234,1604.7513427734375
0,226,235,1604.7510986328125
0,226,236,1604.7509765625
0,226,237,1604.7509765625
0,226,238,1604.75146484375
0,226,239,1604.75146484375
0,227,208,1604.76611328125
0,227,209,1604.7662353515625
0,227,210,1604.76611328125
0,227,211,1604.76611328125
0,227,212,1604.7659912109375
0,227,213,1604.76611328125
0,227,214,1604.765869140625
0,227,215,1604.7657470703125
0,227,216,1604.7657470703125
0,227,217,1604.765380859375
0,227,218,1604.7652587890625
0,227,221,1604.7623291015625
0,227,222,1604.7618408203125
0,227,223,1604.76025390625
0,227,224,1604.759033203125
0,227,225,1604.75830078125
0,227,226,1604.75732421875
0,227,227,1604.7568359375
0,227,228,1604.7559814453125
0,227,229,1604.755615234375
0,227,230,1604.7548828125
0,227,231,1604.7545166015625
0,227,232,1604.75390625
0,227,233,1604.7535400390625
0,227,234,1604.7529296875
0,227,235,1604.7529296875
0,227,236,1604.7528076171875
0,227,237,1604.7528076171875
0,227,238,1604.7530517578125
0,227,239,1604.7530517578125
0,228,210,1604.76611328125
0,228,211,1604.76611328125
0,228,212,1604.76611328125
0,228,213,1604.76611328125
0,228,214,1604.7659912109375
0,228,215,1604.765869140625
0,228,216,1604.7657470703125
0,228,217,1604.765380859375
0,228,218,1604.7652587890625
0,228,219,1604.7637939453125
0,228,220,1604.76318359375
0,228,221,1604.762451171875
0,228,222,1604.761962890625
0,228,223,1604.7606201171875
0,228,224,1604.759521484375
0,228,225,1604.7589111328125
0,228,226,1604.7579345703125
0,228,227,1604.757568359375
0,228,228,1604.756591796875
0,228,229,1604.7562255859375
0,228,230,1604.7554931640625
0,228,231,1604.7552490234375
0,228,232,1604.7547607421875
0,228,233,1604.7542724609375
0,228,234,1604.75390625
0,228,235,1604.75390625
0,228,236,1604.7535400390625
0,228,237,1604.75341796875
0,228,238,1604.7535400390625
0,228,239,1604.753662109375
0,228,240,1604.753662109375
0,229,212,1604.76611328125
0,229,213,1604.76611328125
0,229,214,1604.7659912109375
0,229,215,1604.765869140625
0,229,216,1604.765625
0,229,217,1604.7652587890625
0,229,218,1604.7650146484375
0,229,219,1604.76416015625
0,229,220,1604.763671875
0,229,221,1604.762939453125
0,229,222,1604.762451171875
0,229,223,1604.7613525390625
0,229,224,1604.760498046875
0,229,225,1604.7598876953125
0,229,226,1604.759033203125
0,229,227,1604.7584228515625
0,229,228,1604.7579345703125
0,229,229,1604.757568359375
0,229,230,1604.7568359375
0,229,231,1604.756591796875
0,229,232,1604.7559814453125
0,229,233,1604.7557373046875
0,229,234,1604.755126953125
0,229,235,1604.755126953125
0,229,236,1604.7547607421875
0,229,237,1604.7547607421875
0,229,238,1604.7545166015625
0,229,239,1604.7545166015625
0,229,240,1604.7542724609375
0,230,215,1604.7657470703125
0,230,216,1604.765625
0,230,217,1604.7652587890625
0,230,218,1604.764892578125
0,230,219,1604.764404296875
0,230,220,1604.763916015625
0,230,221,1604.76318359375
0,230,222,1604.7626953125
0,230,223,1604.7618408203125
0,230,224,1604.7608642578125
0,230,225,1604.7603759765625
0,230,226,1604.759521484375
0,230,227,1604.75927734375
0,230,228,1604.7584228515625
0,230,229,1604.758056640625
0,230,230,1604.7574462890625
0,230,231,1604.7572021484375
0,230,232,1604.756591796875
0,230,233,1604.75634765625
0,230,234,1604.7559814453125
0,230,235,1604.7557373046875
0,230,236,1604.7554931640625
0,230,237,1604.75537109375
0,230,238,1604.7550048828125
0,230,239,1604.7548828125
0,230,240,1604.754638671875
0,231,217,1604.76513671875
0,231,218,1604.7650146484375
0,231,219,1604.764404296875
0,231,220,1604.76416015625
0,231,221,1604.763427734375
0,231,222,1604.76318359375
0,231,223,1604.762451171875
0,231,224,1604.76171875
0,231,225,1604.76123046875
0,231,226,1604.7606201171875
0,231,227,1604.76025390625
0,231,228,1604.759521484375
0,231,229,1604.7591552734375
0,231,230,1604.758544921875
0,231,231,1604.7581787109375
0,231,232,1604.7576904296875
0,231,233,1604.757568359375
0,231,234,1604.757080078125
0,231,235,1604.7568359375
0,231,236,1604.756591796875
0,231,237,1604.7564697265625
0,231,238,1604.756103515625
0,231,239,1604.756103515625
0,232,219,1604.7646484375
0,232,220,1604.7642822265625
0,232,221,1604.7635498046875
0,232,222,1604.763427734375
0,232,223,1604.7625732421875
0,232,224,1604.761962890625
0,232,225,1604.76171875
0,232,226,1604.760986328125
0,232,227,1604.7606201171875
0,232,228,1604.760009765625
0,232,229,1604.759765625
0,232,230,1604.7591552734375
0,232,231,1604.7587890625
0,232,232,1604.75830078125
0,232,233,1604.7581787109375
0,232,234,1604.757568359375
0,232,235,1604.757568359375
0,232,236,1604.757080078125
0,232,237,1604.7569580078125
0,232,238,1604.7567138671875
0,232,239,1604.7567138671875
0,233,222,1604.7637939453125
0,233,223,1604.76318359375
0,233,224,1604.762451171875
0,233,225,1604.7620849609375
0,233,226,1604.76171875
0,233,227,1604.7613525390625
0,233,228,1604.7608642578125
0,233,229,1604.7606201171875
0,233,230,1604.760009765625
0,233,231,1604.759765625
0,233,232,1604.75927734375
0,233,233,1604.75927734375
0,233,234,1604.7586669921875
0,233,235,1604.758544921875
0,233,236,1604.7581787109375
0,233,237,1604.758056640625
0,233,238,1604.7578125
0,233,239,1604.75732421875
0,234,224,1604.7628173828125
0,234,225,1604.7625732421875
0,234,226,1604.761962890625
0,234,227,1604.76171875
0,234,228,1604.7611083984375
0,234,229,1604.760986328125
0,234,230,1604.7603759765625
0,234,231,1604.76025390625
0,234,232,1604.7598876953125
0,234,233,1604.759521484375
0,234,234,1604.7591552734375
0,234,235,1604.759033203125
0,234,236,1604.7587890625
0,234,237,1604.758544921875
0,234,238,1604.75830078125
0,234,239,1604.7579345703125
0,235,227,1604.762451171875
0,235,228,1604.7618408203125
0,235,229,1604.76171875
0,235,230,1604.76123046875
0,235,231,1604.7611083984375
0,235,232,1604.7607421875
0,235,233,1604.760498046875
0,235,234,1604.76025390625
0,235,235,1604.7598876953125
0,235,236,1604.759765625
0,235,237,1604.759521484375
0,235,238,1604.75927734375
0,235,239,1604.759033203125
0,236,229,1604.7620849609375
0,236,230,1604.76171875
0,236,231,1604.7613525390625
0,236,232,1604.760986328125
0,236,233,1604.7608642578125
0,236,234,1604.760498046875
0,236,235,1604.760498046875
0,236,236,1604.760009765625
0,236,237,1604.760009765625
0,236,238,1604.759765625
0,237,231,1604.76220703125
0,237,232,1604.7618408203125
0,237,233,1604.76171875
0,237,234,1604.761474609375
0,237,235,1604.7611083984375
0,237,236,1604.7608642578125
0,237,237,1604.7608642578125
0,237,238,1604.760498046875
0,238,234,1604.7618408203125
0,238,235,1604.761474609375
0,238,236,1604.76123046875
0,238,237,1604.76123046875
0,239,236,1604.761962890625
0,239,237,1604.76171875
