nlay,nrow,ncol,elevation
0,217,237,1604.6878662109375
0,217,238,1604.6890869140625
0,217,239,1604.6915283203125
0,218,230,1604.7413330078125
0,218,231,1604.738525390625
0,218,232,1604.7318115234375
0,218,233,1604.727783203125
0,218,234,1604.7200927734375
0,218,235,1604.716552734375
0,218,236,1604.71142578125
0,218,237,1604.7099609375
0,218,238,1604.7088623046875
0,218,239,1604.708251953125
0,218,240,1604.7071533203125
0,219,228,1604.7462158203125
0,219,229,1604.745361328125
0,219,230,1604.742919921875
0,219,231,1604.740966796875
0,219,232,1604.735595703125
0,219,233,1604.732177734375
0,219,234,1604.7259521484375
0,219,235,1604.72314453125
0,219,236,1604.7193603515625
0,219,237,1604.718017578125
0,219,238,1604.7161865234375
0,219,239,1604.71435546875
0,219,240,1604.7119140625
0,220,226,1604.7496337890625
0,220,227,1604.7493896484375
0,220,228,1604.7479248046875
0,220,229,1604.7470703125
0,220,230,1604.74462890625
0,220,231,1604.743408203125
0,220,232,1604.7398681640625
0,220,233,1604.738037109375
0,220,234,1604.7342529296875
0,220,235,1604.732666015625
0,220,236,1604.7301025390625
0,220,237,1604.7294921875
0,220,238,1604.728759765625
0,220,239,1604.727294921875
0,221,226,1604.750244140625
0,221,227,1604.749755859375
0,221,228,1604.74853515625
0,221,229,1604.7476806640625
0,221,230,1604.745849609375
0,221,231,1604.74462890625
0,221,232,1604.7418212890625
0,221,233,1604.740478515625
0,221,234,1604.7374267578125
0,221,235,1604.736328125
0,221,236,1604.7342529296875
0,221,237,1604.7337646484375
0,221,238,1604.7333984375
0,221,239,1604.73291015625
0,222,226,1604.751220703125
0,222,227,1604.7508544921875
0,222,228,1604.7498779296875
0,222,229,1604.749267578125
0,222,230,1604.747802734375
0,222,231,1604.746826171875
0,222,232,1604.7451171875
0,222,233,1604.7442626953125
0,222,234,1604.742431640625
0,222,235,1604.741455078125
0,222,236,1604.740478515625
0,222,237,1604.739990234375
0,222,238,1604.739501953125
0,223,211,1604.76611328125
0,223,212,1604.76611328125
0,223,226,1604.7518310546875
0,223,227,1604.7515869140625
0,223,228,1604.7506103515625
0,223,229,1604.7501220703125
0,223,230,1604.748779296875
0,223,231,1604.7479248046875
0,223,232,1604.74658203125
0,223,233,1604.745849609375
0,223,234,1604.744384765625
0,223,235,1604.7437744140625
0,223,236,1604.742919921875
0,223,237,1604.74267578125
0,223,238,1604.7421875
0,224,207,1604.7662353515625
0,224,208,1604.76611328125
0,224,209,1604.76611328125
0,224,210,1604.76611328125
0,224,211,1604.76611328125
0,224,212,1604.76611328125
0,224,213,1604.76611328125
0,224,214,1604.76611328125
0,224,225,1604.754150390625
0,224,226,1604.7532958984375
0,224,227,1604.7529296875
0,224,228,1604.752197265625
0,224,229,1604.7515869140625
0,224,230,1604.750732421875
0,224,231,1604.750244140625
0,224,232,1604.7490234375
0,224,233,1604.74853515625
0,224,234,1604.7476806640625
