x,y,elevation
2406093.5149272773,10514475.360625861,
2406106.43476597,10514475.360625861,
2406119.354604663,10514475.360625861,
2406132.2744433554,10514475.360625861,
2406145.1942820484,10514475.360625861,
2406158.114120741,10514475.360625861,
2406171.0339594334,10514475.360625861,
2406183.9537981264,10514475.360625861,
2406196.873636819,10514475.360625861,
2406209.793475512,10514475.360625861,
2406222.7133142045,10514475.360625861,
2406235.6331528975,10514475.360625861,
2406248.55299159,10514475.360625861,
2406261.4728302825,10514475.360625861,
2406274.3926689755,10514475.360625861,
2406287.312507668,10514475.360625861,
2406300.232346361,10514475.360625861,
2406313.1521850536,10514475.360625861,
2406326.072023746,10514475.360625861,
2406338.991862439,10514475.360625861,
2406351.9117011316,10514475.360625861,
2406364.8315398246,10514475.360625861,
2406377.751378517,10514475.360625861,
2406390.67121721,10514475.360625861,
2406403.5910559027,10514475.360625861,
2406416.510894595,10514475.360625861,
2406429.430733288,10514475.360625861,
2406442.3505719807,10514475.360625861,
2406455.2704106737,10514475.360625861,
2406468.190249366,10514475.360625861,
2406481.1100880587,10514475.360625861,
2406494.0299267517,10514475.360625861,
2406506.9497654443,10514475.360625861,
2406519.8696041373,10514475.360625861,
2406532.78944283,10514475.360625861,
2406545.7092815223,10514475.360625861,
2406558.6291202153,10514475.360625861,
2406571.548958908,10514475.360625861,
2406584.468797601,10514475.360625861,
2406597.3886362934,10514475.360625861,
2406610.3084749863,10514475.360625861,
2406623.228313679,10514475.360625861,
2406636.1481523714,10514475.360625861,
2406649.0679910644,10514475.360625861,
2406661.987829757,10514475.360625861,
2406674.90766845,10514475.360625861,
2406687.8275071424,10514475.360625861,
2406700.747345835,10514475.360625861,
2406713.667184528,10514475.360625861,
2406726.5870232205,10514475.360625861,
2406739.5068619135,10514475.360625861,
2406752.426700606,10514475.360625861,
2406765.3465392985,10514475.360625861,
2406778.2663779915,10514475.360625861,
2406791.186216684,10514475.360625861,
2406804.106055377,10514475.360625861,
2406817.0258940696,10514475.360625861,
2406829.9457327626,10514475.360625861,
2406842.865571455,10514475.360625861,
2406855.7854101476,10514475.360625861,
2406868.7052488406,10514475.360625861,
2406881.625087533,10514475.360625861,
2406894.544926226,10514475.360625861,
2406907.4647649187,10514475.360625861,
2406920.384603611,10514475.360625861,
2406933.304442304,10514475.360625861,
2406946.2242809967,10514475.360625861,
2406959.1441196897,10514475.360625861,
2406972.0639583822,10514475.360625861,
2406984.983797075,10514475.360625861,
2406997.9036357678,10514475.360625861,
2407010.8234744603,10514475.360625861,
2407023.7433131533,10514475.360625861,
2407036.663151846,10514475.360625861,
2407049.582990539,10514475.360625861,
2407062.5028292313,10514475.360625861,
2407075.422667924,10514475.360625861,
2407088.342506617,10514475.360625861,
2407101.2623453094,10514475.360625861,
2407114.1821840024,10514475.360625861,
2407127.102022695,10514475.360625861,
2407140.0218613874,10514475.360625861,
2407152.9417000804,10514475.360625861,
2407165.861538773,10514475.360625861,
2407178.781377466,10514475.360625861,
2407191.7012161585,10514475.360625861,
2407204.6210548515,10514475.360625861,
2407217.540893544,10514475.360625861,
2407230.4607322365,10514475.360625861,
2407243.3805709295,10514475.360625861,
2407256.300409622,10514475.360625861,
2407269.220248315,10514475.360625861,
2407282.1400870075,10514475.360625861,
2407295.0599257,10514475.360625861,
2407307.979764393,10514475.360625861,
2407320.8996030856,10514475.360625861,
2407333.8194417786,10514475.360625861,
2407346.739280471,10514475.360625861,
2407359.6591191636,10514475.360625861,
2407372.5789578566,10514475.360625861,
2407385.498796549,10514475.360625861,
2407398.418635242,10514475.360625861,
2407411.3384739347,10514475.360625861,
2407424.2583126277,10514475.360625861,
2407437.17815132,10514475.360625861,
2407450.0979900127,10514475.360625861,
2407463.0178287057,10514475.360625861,
2407475.9376673982,10514475.360625861,
2407488.8575060912,10514475.360625861,
2407501.777344784,10514475.360625861,
2407514.6971834763,10514475.360625861,
2407527.6170221693,10514475.360625861,
2407540.536860862,10514475.360625861,
2407553.456699555,10514475.360625861,
2407566.3765382473,10514475.360625861,
2407579.2963769403,10514475.360625861,
2407592.216215633,10514475.360625861,
2407605.1360543254,10514475.360625861,
2407618.0558930184,10514475.360625861,
2407630.975731711,10514475.360625861,
2407643.895570404,10514475.360625861,
2407656.8154090964,10514475.360625861,
2407669.735247789,10514475.360625861,
2407682.655086482,10514475.360625861,
2407695.5749251745,10514475.360625861,
2407708.4947638675,10514475.360625861,
2407721.41460256,10514475.360625861,
2407734.3344412525,10514475.360625861,
2407747.2542799455,10514475.360625861,
2407760.174118638,10514475.360625861,
2407773.093957331,10514475.360625861,
2407786.0137960236,10514475.360625861,
2407798.9336347166,10514475.360625861,
2407811.853473409,10514475.360625861,
2407824.7733121016,10514475.360625861,
2407837.6931507946,10514475.360625861,
2407850.612989487,10514475.360625861,
2407863.53282818,10514475.360625861,
2407876.4526668726,10514475.360625861,
2407889.372505565,10514475.360625861,
2407902.292344258,10514475.360625861,
2407915.2121829507,10514475.360625861,
2407928.1320216437,10514475.360625861,
2407941.051860336,10514475.360625861,
2407953.9716990287,10514475.360625861,
2407966.8915377217,10514475.360625861,
2407979.8113764143,10514475.360625861,
2407992.7312151073,10514475.360625861,
2408005.6510538,10514475.360625861,
2408018.570892493,10514475.360625861,
2408031.4907311853,10514475.360625861,
2408044.410569878,10514475.360625861,
2408057.330408571,10514475.360625861,
2408070.2502472633,10514475.360625861,
2408083.1700859563,10514475.360625861,
2408096.089924649,10514475.360625861,
2408109.0097633414,10514475.360625861,
2408121.9296020344,10514475.360625861,
2408134.849440727,10514475.360625861,
2408147.76927942,10514475.360625861,
2408160.6891181124,10514475.360625861,
2408173.6089568054,10514475.360625861,
2408186.528795498,10514475.360625861,
2408199.4486341905,10514475.360625861,
2408212.3684728835,10514475.360625861,
2408225.288311576,10514475.360625861,
2408238.208150269,10514475.360625861,
2408251.1279889615,10514475.360625861,
2406093.5149272773,10514485.445779981,
2406106.43476597,10514485.445779981,-9999.0
2406119.354604663,10514485.445779981,-9999.0
2406132.2744433554,10514485.445779981,-9999.0
2406145.1942820484,10514485.445779981,-9999.0
2406158.114120741,10514485.445779981,-9999.0
2406171.0339594334,10514485.445779981,-9999.0
2406183.9537981264,10514485.445779981,-9999.0
2406196.873636819,10514485.445779981,-9999.0
2406209.793475512,10514485.445779981,-9999.0
2406222.7133142045,10514485.445779981,-9999.0
2406235.6331528975,10514485.445779981,-9999.0
2406248.55299159,10514485.445779981,-9999.0
2406261.4728302825,10514485.445779981,-9999.0
2406274.3926689755,10514485.445779981,-9999.0
2406287.312507668,10514485.445779981,-9999.0
2406300.232346361,10514485.445779981,-9999.0
2406313.1521850536,10514485.445779981,-9999.0
2406326.072023746,10514485.445779981,-9999.0
2406338.991862439,10514485.445779981,-9999.0
2406351.9117011316,10514485.445779981,-9999.0
2406364.8315398246,10514485.445779981,-9999.0
2406377.751378517,10514485.445779981,-9999.0
2406390.67121721,10514485.445779981,-9999.0
2406403.5910559027,10514485.445779981,-9999.0
2406416.510894595,10514485.445779981,-9999.0
2406429.430733288,10514485.445779981,-9999.0
2406442.3505719807,10514485.445779981,-9999.0
2406455.2704106737,10514485.445779981,-9999.0
2406468.190249366,10514485.445779981,-9999.0
2406481.1100880587,10514485.445779981,-9999.0
2406494.0299267517,10514485.445779981,-9999.0
2406506.9497654443,10514485.445779981,-9999.0
2406519.8696041373,10514485.445779981,-9999.0
2406532.78944283,10514485.445779981,-9999.0
2406545.7092815223,10514485.445779981,-9999.0
2406558.6291202153,10514485.445779981,-9999.0
2406571.548958908,10514485.445779981,-9999.0
2406584.468797601,10514485.445779981,-9999.0
2406597.3886362934,10514485.445779981,-9999.0
2406610.3084749863,10514485.445779981,-9999.0
2406623.228313679,10514485.445779981,-9999.0
2406636.1481523714,10514485.445779981,-9999.0
2406649.0679910644,10514485.445779981,-9999.0
2406661.987829757,10514485.445779981,-9999.0
2406674.90766845,10514485.445779981,-9999.0
2406687.8275071424,10514485.445779981,-9999.0
2406700.747345835,10514485.445779981,-9999.0
2406713.667184528,10514485.445779981,-9999.0
2406726.5870232205,10514485.445779981,-9999.0
2406739.5068619135,10514485.445779981,-9999.0
2406752.426700606,10514485.445779981,-9999.0
2406765.3465392985,10514485.445779981,-9999.0
2406778.2663779915,10514485.445779981,-9999.0
2406791.186216684,10514485.445779981,-9999.0
2406804.106055377,10514485.445779981,-9999.0
2406817.0258940696,10514485.445779981,-9999.0
2406829.9457327626,10514485.445779981,-9999.0
2406842.865571455,10514485.445779981,-9999.0
2406855.7854101476,10514485.445779981,-9999.0
2406868.7052488406,10514485.445779981,-9999.0
2406881.625087533,10514485.445779981,-9999.0
2406894.544926226,10514485.445779981,-9999.0
2406907.4647649187,10514485.445779981,-9999.0
2406920.384603611,10514485.445779981,-9999.0
2406933.304442304,10514485.445779981,-9999.0
2406946.2242809967,10514485.445779981,-9999.0
2406959.1441196897,10514485.445779981,-9999.0
2406972.0639583822,10514485.445779981,-9999.0
2406984.983797075,10514485.445779981,-9999.0
2406997.9036357678,10514485.445779981,-9999.0
2407010.8234744603,10514485.445779981,-9999.0
2407023.7433131533,10514485.445779981,-9999.0
2407036.663151846,10514485.445779981,-9999.0
2407049.582990539,10514485.445779981,-9999.0
2407062.5028292313,10514485.445779981,-9999.0
2407075.422667924,10514485.445779981,-9999.0
2407088.342506617,10514485.445779981,-9999.0
2407101.2623453094,10514485.445779981,-9999.0
2407114.1821840024,10514485.445779981,-9999.0
2407127.102022695,10514485.445779981,-9999.0
2407140.0218613874,10514485.445779981,-9999.0
2407152.9417000804,10514485.445779981,-9999.0
2407165.861538773,10514485.445779981,-9999.0
2407178.781377466,10514485.445779981,-9999.0
2407191.7012161585,10514485.445779981,-9999.0
2407204.6210548515,10514485.445779981,-9999.0
2407217.540893544,10514485.445779981,-9999.0
2407230.4607322365,10514485.445779981,-9999.0
2407243.3805709295,10514485.445779981,-9999.0
2407256.300409622,10514485.445779981,-9999.0
2407269.220248315,10514485.445779981,-9999.0
2407282.1400870075,10514485.445779981,-9999.0
2407295.0599257,10514485.445779981,-9999.0
2407307.979764393,10514485.445779981,-9999.0
2407320.8996030856,10514485.445779981,-9999.0
2407333.8194417786,10514485.445779981,-9999.0
2407346.739280471,10514485.445779981,-9999.0
2407359.6591191636,10514485.445779981,-9999.0
2407372.5789578566,10514485.445779981,-9999.0
2407385.498796549,10514485.445779981,-9999.0
2407398.418635242,10514485.445779981,-9999.0
2407411.3384739347,10514485.445779981,-9999.0
2407424.2583126277,10514485.445779981,-9999.0
2407437.17815132,10514485.445779981,-9999.0
2407450.0979900127,10514485.445779981,-9999.0
2407463.0178287057,10514485.445779981,-9999.0
2407475.9376673982,10514485.445779981,-9999.0
2407488.8575060912,10514485.445779981,-9999.0
2407501.777344784,10514485.445779981,-9999.0
2407514.6971834763,10514485.445779981,-9999.0
2407527.6170221693,10514485.445779981,-9999.0
2407540.536860862,10514485.445779981,-9999.0
2407553.456699555,10514485.445779981,-9999.0
2407566.3765382473,10514485.445779981,-9999.0
2407579.2963769403,10514485.445779981,-9999.0
2407592.216215633,10514485.445779981,-9999.0
2407605.1360543254,10514485.445779981,-9999.0
2407618.0558930184,10514485.445779981,-9999.0
2407630.975731711,10514485.445779981,-9999.0
2407643.895570404,10514485.445779981,-9999.0
2407656.8154090964,10514485.445779981,-9999.0
2407669.735247789,10514485.445779981,-9999.0
2407682.655086482,10514485.445779981,-9999.0
2407695.5749251745,10514485.445779981,-9999.0
2407708.4947638675,10514485.445779981,-9999.0
2407721.41460256,10514485.445779981,-9999.0
2407734.3344412525,10514485.445779981,-9999.0
2407747.2542799455,10514485.445779981,-9999.0
2407760.174118638,10514485.445779981,-9999.0
2407773.093957331,10514485.445779981,-9999.0
2407786.0137960236,10514485.445779981,
2407798.9336347166,10514485.445779981,
2407811.853473409,10514485.445779981,
2407824.7733121016,10514485.445779981,
2407837.6931507946,10514485.445779981,
2407850.612989487,10514485.445779981,
2407863.53282818,10514485.445779981,
2407876.4526668726,10514485.445779981,
2407889.372505565,10514485.445779981,
2407902.292344258,10514485.445779981,
2407915.2121829507,10514485.445779981,
2407928.1320216437,10514485.445779981,
2407941.051860336,10514485.445779981,
2407953.9716990287,10514485.445779981,
2407966.8915377217,10514485.445779981,
2407979.8113764143,10514485.445779981,
2407992.7312151073,10514485.445779981,
2408005.6510538,10514485.445779981,
2408018.570892493,10514485.445779981,
2408031.4907311853,10514485.445779981,
2408044.410569878,10514485.445779981,
2408057.330408571,10514485.445779981,
2408070.2502472633,10514485.445779981,
2408083.1700859563,10514485.445779981,
2408096.089924649,10514485.445779981,
2408109.0097633414,10514485.445779981,
2408121.9296020344,10514485.445779981,
2408134.849440727,10514485.445779981,
2408147.76927942,10514485.445779981,
2408160.6891181124,10514485.445779981,
2408173.6089568054,10514485.445779981,
2408186.528795498,10514485.445779981,
2408199.4486341905,10514485.445779981,
2408212.3684728835,10514485.445779981,
2408225.288311576,10514485.445779981,
2408238.208150269,10514485.445779981,
2408251.1279889615,10514485.445779981,
2406093.5149272773,10514495.530934101,
2406106.43476597,10514495.530934101,-9999.0
2406119.354604663,10514495.530934101,-9999.0
2406132.2744433554,10514495.530934101,-9999.0
2406145.1942820484,10514495.530934101,-9999.0
2406158.114120741,10514495.530934101,-9999.0
2406171.0339594334,10514495.530934101,-9999.0
2406183.9537981264,10514495.530934101,-9999.0
2406196.873636819,10514495.530934101,-9999.0
2406209.793475512,10514495.530934101,-9999.0
2406222.7133142045,10514495.530934101,-9999.0
2406235.6331528975,10514495.530934101,-9999.0
2406248.55299159,10514495.530934101,-9999.0
2406261.4728302825,10514495.530934101,-9999.0
2406274.3926689755,10514495.530934101,-9999.0
2406287.312507668,10514495.530934101,-9999.0
2406300.232346361,10514495.530934101,-9999.0
2406313.1521850536,10514495.530934101,-9999.0
2406326.072023746,10514495.530934101,-9999.0
2406338.991862439,10514495.530934101,-9999.0
2406351.9117011316,10514495.530934101,-9999.0
2406364.8315398246,10514495.530934101,-9999.0
2406377.751378517,10514495.530934101,-9999.0
2406390.67121721,10514495.530934101,-9999.0
2406403.5910559027,10514495.530934101,-9999.0
2406416.510894595,10514495.530934101,-9999.0
2406429.430733288,10514495.530934101,-9999.0
2406442.3505719807,10514495.530934101,-9999.0
2406455.2704106737,10514495.530934101,-9999.0
2406468.190249366,10514495.530934101,-9999.0
2406481.1100880587,10514495.530934101,-9999.0
2406494.0299267517,10514495.530934101,-9999.0
2406506.9497654443,10514495.530934101,-9999.0
2406519.8696041373,10514495.530934101,-9999.0
2406532.78944283,10514495.530934101,-9999.0
2406545.7092815223,10514495.530934101,-9999.0
2406558.6291202153,10514495.530934101,-9999.0
2406571.548958908,10514495.530934101,-9999.0
2406584.468797601,10514495.530934101,-9999.0
2406597.3886362934,10514495.530934101,-9999.0
2406610.3084749863,10514495.530934101,-9999.0
2406623.228313679,10514495.530934101,-9999.0
2406636.1481523714,10514495.530934101,-9999.0
2406649.0679910644,10514495.530934101,-9999.0
2406661.987829757,10514495.530934101,-9999.0
2406674.90766845,10514495.530934101,-9999.0
2406687.8275071424,10514495.530934101,-9999.0
2406700.747345835,10514495.530934101,-9999.0
2406713.667184528,10514495.530934101,-9999.0
2406726.5870232205,10514495.530934101,-9999.0
2406739.5068619135,10514495.530934101,-9999.0
2406752.426700606,10514495.530934101,-9999.0
2406765.3465392985,10514495.530934101,-9999.0
2406778.2663779915,10514495.530934101,-9999.0
2406791.186216684,10514495.530934101,-9999.0
2406804.106055377,10514495.530934101,-9999.0
2406817.0258940696,10514495.530934101,-9999.0
2406829.9457327626,10514495.530934101,-9999.0
2406842.865571455,10514495.530934101,-9999.0
2406855.7854101476,10514495.530934101,-9999.0
2406868.7052488406,10514495.530934101,-9999.0
2406881.625087533,10514495.530934101,-9999.0
2406894.544926226,10514495.530934101,-9999.0
2406907.4647649187,10514495.530934101,-9999.0
2406920.384603611,10514495.530934101,-9999.0
2406933.304442304,10514495.530934101,-9999.0
2406946.2242809967,10514495.530934101,-9999.0
2406959.1441196897,10514495.530934101,-9999.0
2406972.0639583822,10514495.530934101,-9999.0
2406984.983797075,10514495.530934101,-9999.0
2406997.9036357678,10514495.530934101,-9999.0
2407010.8234744603,10514495.530934101,-9999.0
2407023.7433131533,10514495.530934101,-9999.0
2407036.663151846,10514495.530934101,-9999.0
2407049.582990539,10514495.530934101,-9999.0
2407062.5028292313,10514495.530934101,-9999.0
2407075.422667924,10514495.530934101,-9999.0
2407088.342506617,10514495.530934101,-9999.0
2407101.2623453094,10514495.530934101,-9999.0
2407114.1821840024,10514495.530934101,-9999.0
2407127.102022695,10514495.530934101,-9999.0
2407140.0218613874,10514495.530934101,-9999.0
2407152.9417000804,10514495.530934101,-9999.0
2407165.861538773,10514495.530934101,-9999.0
2407178.781377466,10514495.530934101,-9999.0
2407191.7012161585,10514495.530934101,-9999.0
2407204.6210548515,10514495.530934101,-9999.0
2407217.540893544,10514495.530934101,-9999.0
2407230.4607322365,10514495.530934101,-9999.0
2407243.3805709295,10514495.530934101,-9999.0
2407256.300409622,10514495.530934101,-9999.0
2407269.220248315,10514495.530934101,-9999.0
2407282.1400870075,10514495.530934101,-9999.0
2407295.0599257,10514495.530934101,-9999.0
2407307.979764393,10514495.530934101,-9999.0
2407320.8996030856,10514495.530934101,-9999.0
2407333.8194417786,10514495.530934101,-9999.0
2407346.739280471,10514495.530934101,-9999.0
2407359.6591191636,10514495.530934101,-9999.0
2407372.5789578566,10514495.530934101,-9999.0
2407385.498796549,10514495.530934101,-9999.0
2407398.418635242,10514495.530934101,-9999.0
2407411.3384739347,10514495.530934101,-9999.0
2407424.2583126277,10514495.530934101,-9999.0
2407437.17815132,10514495.530934101,-9999.0
2407450.0979900127,10514495.530934101,-9999.0
2407463.0178287057,10514495.530934101,-9999.0
2407475.9376673982,10514495.530934101,-9999.0
2407488.8575060912,10514495.530934101,-9999.0
2407501.777344784,10514495.530934101,-9999.0
2407514.6971834763,10514495.530934101,-9999.0
2407527.6170221693,10514495.530934101,-9999.0
2407540.536860862,10514495.530934101,-9999.0
2407553.456699555,10514495.530934101,-9999.0
2407566.3765382473,10514495.530934101,-9999.0
2407579.2963769403,10514495.530934101,-9999.0
2407592.216215633,10514495.530934101,-9999.0
2407605.1360543254,10514495.530934101,-9999.0
2407618.0558930184,10514495.530934101,-9999.0
2407630.975731711,10514495.530934101,-9999.0
2407643.895570404,10514495.530934101,-9999.0
2407656.8154090964,10514495.530934101,-9999.0
2407669.735247789,10514495.530934101,-9999.0
2407682.655086482,10514495.530934101,-9999.0
2407695.5749251745,10514495.530934101,-9999.0
2407708.4947638675,10514495.530934101,-9999.0
2407721.41460256,10514495.530934101,-9999.0
2407734.3344412525,10514495.530934101,-9999.0
2407747.2542799455,10514495.530934101,-9999.0
2407760.174118638,10514495.530934101,-9999.0
2407773.093957331,10514495.530934101,-9999.0
2407786.0137960236,10514495.530934101,
2407798.9336347166,10514495.530934101,
2407811.853473409,10514495.530934101,
2407824.7733121016,10514495.530934101,
2407837.6931507946,10514495.530934101,
2407850.612989487,10514495.530934101,
2407863.53282818,10514495.530934101,
2407876.4526668726,10514495.530934101,
2407889.372505565,10514495.530934101,
2407902.292344258,10514495.530934101,
2407915.2121829507,10514495.530934101,
2407928.1320216437,10514495.530934101,
2407941.051860336,10514495.530934101,
2407953.9716990287,10514495.530934101,
2407966.8915377217,10514495.530934101,
2407979.8113764143,10514495.530934101,
2407992.7312151073,10514495.530934101,
2408005.6510538,10514495.530934101,
2408018.570892493,10514495.530934101,
2408031.4907311853,10514495.530934101,
2408044.410569878,10514495.530934101,
2408057.330408571,10514495.530934101,
2408070.2502472633,10514495.530934101,
2408083.1700859563,10514495.530934101,
2408096.089924649,10514495.530934101,
2408109.0097633414,10514495.530934101,
2408121.9296020344,10514495.530934101,
2408134.849440727,10514495.530934101,
2408147.76927942,10514495.530934101,
2408160.6891181124,10514495.530934101,
2408173.6089568054,10514495.530934101,
2408186.528795498,10514495.530934101,
2408199.4486341905,10514495.530934101,
2408212.3684728835,10514495.530934101,
2408225.288311576,10514495.530934101,
2408238.208150269,10514495.530934101,
2408251.1279889615,10514495.530934101,
2406093.5149272773,10514505.616088219,
2406106.43476597,10514505.616088219,-9999.0
2406119.354604663,10514505.616088219,-9999.0
2406132.2744433554,10514505.616088219,-9999.0
2406145.1942820484,10514505.616088219,-9999.0
2406158.114120741,10514505.616088219,-9999.0
2406171.0339594334,10514505.616088219,-9999.0
2406183.9537981264,10514505.616088219,-9999.0
2406196.873636819,10514505.616088219,-9999.0
2406209.793475512,10514505.616088219,-9999.0
2406222.7133142045,10514505.616088219,-9999.0
2406235.6331528975,10514505.616088219,-9999.0
2406248.55299159,10514505.616088219,-9999.0
2406261.4728302825,10514505.616088219,-9999.0
2406274.3926689755,10514505.616088219,-9999.0
2406287.312507668,10514505.616088219,-9999.0
2406300.232346361,10514505.616088219,-9999.0
2406313.1521850536,10514505.616088219,-9999.0
2406326.072023746,10514505.616088219,-9999.0
2406338.991862439,10514505.616088219,-9999.0
2406351.9117011316,10514505.616088219,-9999.0
2406364.8315398246,10514505.616088219,-9999.0
2406377.751378517,10514505.616088219,-9999.0
2406390.67121721,10514505.616088219,-9999.0
2406403.5910559027,10514505.616088219,-9999.0
